Pump_ID,Temperature,Vibration,Pressure,Flow_Rate,RPM,Operational_Hours,Maintenance_Flag,Zone_ID,Block_ID,Pipeline_ID,Location_Code,Latitude,Longitude
5,96.45868177,1.35011618,103.5644476,16.70914543,1602.356767,7656.742543,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
3,53.90773597,3.203441319,264.2085952,14.66807597,1967.595045,5588.109628,0,Zone_1,Block_3,Pipe_1,Zone_1_Block_3_Pipe_1,25.264013083802983,55.168639449647486
4,135.3217922,3.854106947,226.6924518,13.68248482,2917.319524,8763.496492,1,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
2,52.86634669,3.611109635,143.2052649,19.0557933,1736.612598,3278.326763,0,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
5,55.98333888,3.761499341,212.9414089,7.342979782,1251.281735,583.8704716,0,Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.390875388329366,55.18692543587413
4,124.791474,4.317587419,125.367487,7.762920785,1427.210125,3199.871509,1,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
3,81.59823187,2.923422658,135.1972462,18.56396383,1480.571878,2820.497785,1,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.193513322826824,55.22311487691069
2,106.4242451,1.340100988,247.2334255,8.915675629,1285.422258,7333.05723,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
5,52.6170272,1.222120018,278.4484626,1.113618995,2959.908188,7343.308893,0,Zone_1,Block_4,Pipe_3,Zone_1_Block_4_Pipe_3,25.151157237106187,55.3139734361669
2,79.2923052,4.379686906,249.1979438,15.8124333,2399.929064,6383.013969,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
5,104.3835885,4.761095231,139.5569102,6.46863102,1066.35461,4681.488314,0,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
5,71.49467127,1.957470331,196.1772119,5.247162591,1149.624785,1140.282342,0,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.280334503522962,55.12236519310393
1,114.8202122,1.32793843,182.8462797,15.92255407,1603.044234,5262.632094,1,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
5,125.6893632,0.593580942,281.2525399,15.82158223,1248.213321,9371.089633,1,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.187368742059412,55.13476071785754
5,84.66317306,0.17361011,148.9347711,15.93164151,1888.278608,8842.608912,1,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
1,78.84514432,0.601965496,134.5746034,3.29059341,1240.965117,279.3333272,0,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
5,116.8171062,4.997818383,291.0460518,18.00002331,1792.799019,8395.047144,1,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.31959818254342,55.34862125274558
1,117.2693876,0.293870494,112.0079764,9.530616157,2743.121602,5326.983349,0,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
4,71.51777798,4.334026938,103.0815019,0.846172587,2768.288505,3786.372788,1,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.146805592132733,55.184280352906214
5,68.72175315,2.464174285,145.9551457,13.87579655,1468.105681,3857.627597,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
2,147.0745024,4.276511111,236.7862015,6.329181043,1179.434723,808.3953996,1,Zone_1,Block_4,Pipe_3,Zone_1_Block_4_Pipe_3,25.151157237106187,55.3139734361669
5,121.8482583,2.164605285,151.176184,3.652505287,2567.039511,5672.622093,1,Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.28226345557043,55.13587827378149
1,74.57321975,2.492653773,264.8487353,18.36589208,2451.573544,3635.088945,1,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.31959818254342,55.34862125274558
4,116.0363715,3.341739859,144.1802922,4.206082012,2686.941612,4709.063599,0,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
4,72.20378121,4.533013729,237.6674796,3.892595388,2797.455474,4806.058937,1,Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.385214291922974,55.18140470953217
3,132.1958409,3.896130778,239.5984875,17.28782195,1488.147327,5781.272576,0,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
4,111.6630757,0.910805171,237.0347444,15.13409413,2385.529856,5619.282313,1,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.335552788417903,55.19755499660803
2,81.97979801,3.831058384,135.0846081,1.641221503,2608.638709,3896.943333,1,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.23204574812188,55.13236742809799
1,91.36387734,4.402358801,286.7686856,15.97353487,2264.234705,8850.052598,0,Zone_5,Block_3,Pipe_3,Zone_5_Block_3_Pipe_3,25.254270331524083,55.291267241406565
1,144.4327938,1.308989712,257.8278458,7.637982935,2957.773658,5354.964215,0,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
4,107.8214273,1.058707645,248.3254629,11.94674043,1949.580734,2003.683357,1,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.146805592132733,55.184280352906214
4,105.894618,1.104681572,110.4181787,16.7173865,1009.555826,5032.343129,1,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.349732792240125,55.10165663513708
2,75.16689314,2.76967894,271.5677966,2.508317308,1331.149589,9132.144067,0,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.305269907953647,55.10762573802323
4,87.26739592,0.477756332,152.0400307,12.91435585,1642.5398,6874.423546,0,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.15454749016213,55.31205720315428
2,136.5835467,4.975679997,159.7676756,4.373840348,1806.933702,9871.436795,0,Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.158794858725745,55.15597101766581
2,105.2042188,4.670816394,265.2239053,15.38106944,1978.290654,2640.521062,0,Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.113568186673163,55.367767699546995
1,120.3313531,4.861476358,132.5784538,18.87787237,1018.044772,7420.03099,1,Zone_3,Block_2,Pipe_3,Zone_3_Block_2_Pipe_3,25.23682099526511,55.1932946965147
3,88.45028887,2.464947411,242.1007666,8.877632,2966.820789,4437.951751,1,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.390972955648596,55.15961470446025
5,139.1749954,1.004256189,160.6698784,4.031434204,1256.508781,7424.469681,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
2,86.77891269,4.21318016,273.1461961,11.93771358,2497.236974,823.4278364,1,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.305269907953647,55.10762573802323
3,76.35354552,4.383697689,145.4589376,16.56132788,1986.383062,5979.517868,1,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.191384130752013,55.2568198488146
4,118.707091,2.047146612,208.5655566,2.704180284,2035.603095,6284.212025,0,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
3,129.9036996,3.67392696,229.4258466,2.480233258,2098.523058,6725.997365,0,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.15454749016213,55.31205720315428
1,75.01447434,3.919599177,192.4684616,16.508782,2010.017549,5557.701523,1,Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.28226345557043,55.13587827378149
3,96.32281002,3.226733731,297.8898621,6.572900899,2088.219995,5646.204476,0,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
5,71.942768,4.390423707,190.5114556,6.841542037,2859.609094,843.4962783,0,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.23204574812188,55.13236742809799
4,88.20237899,1.073345276,272.0228021,4.997854513,2411.297683,6605.03121,0,Zone_2,Block_3,Pipe_2,Zone_2_Block_3_Pipe_2,25.119515477895586,55.32823551458507
5,106.9136765,2.165913946,182.5134231,3.102957751,1759.571449,2793.827017,1,Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.158794858725745,55.15597101766581
4,135.303122,3.986766367,172.0616358,11.43860603,2206.101559,2447.265138,1,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.11742508365046,55.14227726749243
4,88.34990558,3.705586688,121.9899241,17.99627086,2198.866508,8924.289451,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
5,96.04217,4.30989738,136.7291615,18.40755305,2511.426212,6761.7914,1,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.136611470453435,55.10942875570602
3,59.64456112,4.380272613,256.2503461,17.264618,2446.866356,1693.761183,1,Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.113568186673163,55.367767699546995
1,93.73555403,3.406690259,140.7102575,15.59520923,1038.420859,462.1454064,0,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
5,122.3740394,4.502673861,170.4659414,17.24560158,2275.364053,681.7097426,0,Zone_4,Block_4,Pipe_2,Zone_4_Block_4_Pipe_2,25.129301634201916,55.22826230550756
1,105.7426199,1.24445952,117.8080114,4.161553347,2620.445855,9160.136527,0,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.146798356100863,55.26280882494748
4,138.8448976,0.461727321,261.1928252,5.820248134,1143.348747,6492.81635,0,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.11742508365046,55.14227726749243
3,107.8843498,4.882796772,238.7082664,0.882858036,2161.471937,3908.576427,0,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
3,104.8402849,3.047445858,113.7376978,17.85624308,2705.625198,3301.296306,0,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
3,115.4613252,2.96191397,186.1200044,12.17821501,1042.434766,1240.253166,0,Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.126547750615575,55.34110162306973
4,129.9762712,4.247746049,229.6573516,8.944668647,1725.126994,2045.622591,0,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.191272672887862,55.331381104005786
1,52.98115498,0.310714289,201.6480525,1.008062893,1876.31253,9997.599467,0,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.349732792240125,55.10165663513708
3,121.5966543,1.916253833,263.443664,18.27901301,2236.083733,6313.605715,0,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.15454749016213,55.31205720315428
3,67.31667474,1.080010756,281.8374084,1.753883494,2236.315865,337.1784505,0,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.376562270506934,55.361438177056314
4,56.32298821,4.693494585,123.8200761,10.37069235,1504.993965,8687.599249,1,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.31959818254342,55.34862125274558
3,114.2816578,0.822512114,286.5827555,6.05920086,2763.560837,7120.697599,0,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
3,125.1549199,4.900191674,252.1283997,7.528120292,2220.891786,7015.05592,1,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.191384130752013,55.2568198488146
4,107.7408009,2.808542291,154.8574087,10.6635274,1468.284757,9906.022086,1,Zone_2,Block_3,Pipe_2,Zone_2_Block_3_Pipe_2,25.119515477895586,55.32823551458507
3,100.5575048,4.978440256,294.9756391,1.63455169,1116.054873,2125.490889,0,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.280334503522962,55.12236519310393
2,79.30428306,1.382144262,210.7698409,17.7538296,2542.507898,9332.184495,1,Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.279369993643325,55.29002112695313
1,66.4599967,4.062584668,269.9587932,13.86908439,1044.725105,5462.487181,1,Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.381849682469255,55.37890929570277
3,104.0576573,0.307400988,152.2549484,4.751041441,2652.096687,662.5543792,0,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.136611470453435,55.10942875570602
1,125.9433868,0.246098928,277.4637434,13.75555717,2952.814849,8627.405088,0,Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.35985284373248,55.34065909422621
2,85.0398664,1.773046071,135.5493727,5.923687324,2732.615105,7732.000723,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
3,74.89498517,4.050123876,222.1738946,3.389706039,1967.77373,5132.254199,1,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.15990213464751,55.318881853501416
2,102.2332531,4.887272686,179.2806415,19.07709676,1777.201318,444.4326523,1,Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.298756685306195,55.17478766874466
1,56.79634676,4.889167416,122.6406235,1.353078671,1369.851762,6147.084808,0,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.146798356100863,55.26280882494748
4,140.5288275,1.952046299,101.9217782,18.93554624,2204.221465,4785.716996,1,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
1,113.665516,1.745651535,142.2161325,1.49670718,2335.165666,6042.033021,0,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.376562270506934,55.361438177056314
5,97.8579815,3.476750108,142.8084547,7.700671821,1416.703468,5625.942149,1,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.349732792240125,55.10165663513708
4,100.907387,2.80275585,113.3249287,11.61694164,2879.289722,792.2040429,1,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
3,107.073898,2.437626757,265.628826,5.683233874,1430.694415,5670.24184,0,Zone_1,Block_4,Pipe_3,Zone_1_Block_4_Pipe_3,25.151157237106187,55.3139734361669
5,147.7883127,2.816482972,153.5623557,9.953382024,2709.992465,6308.14558,1,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
2,80.63152347,2.175935961,279.0564025,5.917494583,1497.947241,9546.444739,1,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
2,57.86049774,0.266082369,132.2714293,2.167276457,1296.238126,2529.29492,1,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
5,140.0785854,3.514661007,282.5119091,14.41126763,1434.638633,8717.830296,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
3,144.8065768,0.883039872,195.8856112,11.42148059,1828.063105,4951.442341,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
3,111.9710051,0.668940933,173.153133,10.47867822,2264.928438,577.4223335,1,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
5,114.658512,0.214007587,225.2751822,5.989141259,2048.513501,4195.343824,0,Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.126547750615575,55.34110162306973
1,68.73967044,4.967433563,101.6433301,11.7951055,1623.413202,8322.718154,1,Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.126547750615575,55.34110162306973
5,50.66409134,2.066243174,171.1538122,18.32004382,1230.587583,8484.31713,1,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.191272672887862,55.331381104005786
4,113.2079817,4.402025495,209.0295787,14.08760206,1464.238214,9250.329516,1,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
4,127.1238871,4.486150272,250.4738315,2.152962993,2151.967523,1335.385499,0,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
5,56.57680719,4.216998875,174.622837,2.574315922,1703.430866,4385.646537,1,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
1,132.5168533,3.548081123,103.4209247,9.991444393,2977.612588,3175.917312,0,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.193513322826824,55.22311487691069
4,97.83266461,3.592994596,212.9751879,8.729505154,2913.86103,9268.89977,0,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.15990213464751,55.318881853501416
3,133.0357693,2.820328405,241.8451407,18.78043582,1460.250152,1299.752941,0,Zone_2,Block_2,Pipe_1,Zone_2_Block_2_Pipe_1,25.19759909922898,55.261802672574696
4,60.63159839,2.162740184,182.7059932,11.35521864,2359.818759,1787.063897,0,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.136611470453435,55.10942875570602
3,113.3742937,4.47382661,137.5152517,4.321896012,2161.184178,3784.750347,0,Zone_3,Block_2,Pipe_3,Zone_3_Block_2_Pipe_3,25.23682099526511,55.1932946965147
4,119.9222596,0.553178392,266.7649418,8.410506601,1560.443159,2021.085416,1,Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.385214291922974,55.18140470953217
5,102.6021533,2.925063012,249.8933686,6.897699554,2889.078621,9821.180193,0,Zone_1,Block_3,Pipe_1,Zone_1_Block_3_Pipe_1,25.264013083802983,55.168639449647486
4,115.6100834,3.393884769,148.6280723,7.811345509,2924.429313,3793.236249,0,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
4,108.46476,2.028504456,131.9090535,1.861498765,1281.741799,870.0494837,1,Zone_2,Block_2,Pipe_1,Zone_2_Block_2_Pipe_1,25.19759909922898,55.261802672574696
1,91.22578073,0.295152047,252.1733282,3.130202287,2978.831863,2035.238404,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
5,128.1355826,1.544888466,211.9017111,15.22198821,2357.852888,3769.880253,0,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
1,144.3941756,3.393000299,141.3353474,2.666317329,1702.163363,5743.661935,1,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.191384130752013,55.2568198488146
2,123.8351347,4.040348401,194.8020523,10.52115712,2224.517591,3323.375971,0,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
5,71.39632104,4.989138016,132.0079192,11.2541358,2083.61342,3706.032946,1,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.31959818254342,55.34862125274558
4,119.1590853,1.567602923,240.2607298,18.97312422,2944.611571,2095.955994,0,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
2,114.8939165,1.682674655,149.4054647,19.03560776,1773.643695,3434.208652,1,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
3,54.71880104,0.793213648,220.9356837,1.817112717,1759.613084,8077.906734,1,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
5,129.1914439,3.900504648,179.5792072,6.027671373,1223.734757,7515.161253,1,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
5,108.6611441,4.492005263,147.2050426,7.289516444,2493.528029,2652.610126,0,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
4,138.8292761,2.280241658,204.6725561,14.65833224,2196.91337,7425.631892,1,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.15990213464751,55.318881853501416
5,123.2556698,1.339274628,138.6037604,16.33686302,2971.456547,9239.14784,1,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
4,67.47387557,0.165535485,236.8359517,15.63924486,2592.351138,8188.061028,0,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
4,136.7008219,3.849302738,275.9512288,4.219030822,1224.32704,6222.652042,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
5,100.2156242,4.167369766,231.2174215,17.45988466,1509.584827,4824.84217,0,Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.113568186673163,55.367767699546995
5,69.14350438,3.378917911,276.6758894,5.328861114,2814.403789,3515.131844,0,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.146798356100863,55.26280882494748
3,82.22651222,3.047634932,234.7816053,13.38326424,2185.367185,5212.583918,1,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
4,66.84410435,0.68743451,227.5879472,11.33339988,2333.771029,9120.824393,1,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
1,113.2472582,2.985152283,112.3021851,9.72328431,1282.518561,7120.714522,0,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.283555868416713,55.35893102776268
3,116.5296466,4.718217913,137.2385482,1.910535287,2066.760408,4403.705543,0,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.27959754525911,55.20702599800808
3,126.8839677,3.931804282,189.930277,14.70597517,1373.119548,1934.832809,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
1,77.90971848,2.080828623,132.0298438,15.26625532,2041.383175,8631.713291,1,Zone_1,Block_4,Pipe_3,Zone_1_Block_4_Pipe_3,25.151157237106187,55.3139734361669
5,61.75752072,0.692940884,160.3267599,17.0849607,2854.744627,8976.711694,1,Zone_4,Block_4,Pipe_1,Zone_4_Block_4_Pipe_1,25.21236203565421,55.216603186906845
5,59.85210888,1.479737465,139.9005955,18.73291401,2713.104397,3154.053991,1,Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.10617534828874,55.331673430788996
4,146.7025894,3.277345993,226.9179571,4.711799974,1685.67472,1018.881511,0,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.27959754525911,55.20702599800808
5,81.81429575,4.173244393,289.7515209,10.75688153,1362.264933,8367.248078,0,Zone_2,Block_1,Pipe_1,Zone_2_Block_1_Pipe_1,25.177633994480004,55.37226994217783
1,78.32024655,1.903724492,270.5833244,15.38506437,2479.232969,4430.869801,1,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.283555868416713,55.35893102776268
3,98.4127807,2.68284047,111.5475498,2.610045178,1037.308046,8567.078865,1,Zone_2,Block_3,Pipe_2,Zone_2_Block_3_Pipe_2,25.119515477895586,55.32823551458507
3,145.5577381,2.238636684,255.3525778,5.241984183,1326.634553,9196.842205,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
2,143.7981778,3.368938207,133.4512026,18.0186097,1225.021476,108.0677101,1,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
5,123.0437788,0.338643031,165.9133192,1.368110201,2970.07688,670.3324504,1,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.376562270506934,55.361438177056314
1,85.65569214,3.003565844,246.8549882,14.81176138,1065.348818,1589.611379,1,Zone_3,Block_3,Pipe_2,Zone_3_Block_3_Pipe_2,25.155456336657657,55.12309397294864
5,73.74321883,1.348588409,185.5007232,6.209144898,2037.563472,4100.888474,0,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
5,55.05195381,1.8324667,258.8380684,19.4172231,1695.570494,7007.900721,0,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
4,74.08966732,3.780981671,279.8717722,18.1579715,2881.542381,337.8284822,0,Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.381849682469255,55.37890929570277
2,55.37845606,2.647414845,137.1399169,14.92316809,1303.169786,2309.022921,1,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.146805592132733,55.184280352906214
5,116.2211706,0.559757231,134.7108786,14.03288889,1576.647331,5586.874763,0,Zone_2,Block_1,Pipe_1,Zone_2_Block_1_Pipe_1,25.177633994480004,55.37226994217783
2,92.41621222,3.283445958,152.2516166,13.24915687,2297.568745,9164.33663,1,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
1,128.8494512,4.174087966,177.8035885,1.076182224,1224.756133,1650.166759,1,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.283555868416713,55.35893102776268
1,93.93217284,2.181312778,154.4148706,19.07952719,2169.445588,1637.813929,1,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
3,90.19773841,2.431768867,298.0524378,14.29934049,2784.962123,4447.536477,1,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
1,134.9394742,1.288463367,276.0270596,16.62008357,1933.721583,315.8063537,0,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
3,108.4391908,1.00289313,106.4427919,12.13331652,2366.427414,6636.806233,0,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.390972955648596,55.15961470446025
5,144.4214974,2.120156551,137.0005657,16.22312654,2938.178147,7518.94765,0,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.349732792240125,55.10165663513708
1,80.81344818,0.696707297,205.3882045,18.3254233,1391.009681,446.5521466,1,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.390972955648596,55.15961470446025
1,114.0175365,4.071409273,185.8713921,1.970923025,2208.486753,3328.376279,0,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
1,138.9739038,0.590953553,134.2213828,2.623233371,2900.828694,817.0929283,0,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
4,107.386537,0.890190367,265.3256561,11.53098406,2803.285974,9264.480457,0,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
1,76.09240115,2.127377311,113.5845832,11.58433272,1813.871348,405.5976341,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
